"ID","ID_nxt","x","y","is_canal","Q","V","H","slope","Q_design_m3s","Q_model_m3s","Q_source_id","Q_reference_short","Q_reference_url","Q_regime","Q_data_period","Q_season","Q_value_origin","Q_derivation_rule","Q_source_note","Q_lake_m3s","lake_throughflow_m3s","lake_transport_mode","lake_residence_time_days","C_w","C_sd","concentration_units"
"LakeIn_1356842","LakeOut_1356842",21.4755220569363,45.8541669124165,FALSE,0.41846427321434,0.0915945526275711,0.979975489662001,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.848803550004959,0.848803550004959,"legacy_pass_through",NA,NA,NA,"cysts/L"
"LakeIn_1356842_02","LakeOut_1356842",21.4678807679355,45.8512144585611,FALSE,0.430339276790619,0.0920835991347896,0.987834462535633,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.848803550004959,0.848803550004959,"legacy_pass_through",NA,NA,NA,"cysts/L"
"LakeIn_1356896","LakeOut_1356896",21.364965439975,45.8399657649359,FALSE,0.1768928617239,0.0777512404622449,0.766428657091052,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1768928617239,0.1768928617239,"legacy_pass_through",NA,NA,NA,"cysts/L"
"LakeIn_1357088","LakeOut_1357088",21.633521513731,45.7875002346364,FALSE,0.183392852544785,0.0782870136680867,0.774364322066756,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.183392852544785,0.183392852544785,"legacy_pass_through",NA,NA,NA,"cysts/L"
"LakeIn_1357311","LakeOut_1357311",21.138993732685,45.7193401052418,FALSE,0.200857162475586,0.0796539858506478,0.794734403659588,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.7920007705688,10.7920007705688,"legacy_pass_through",NA,NA,NA,"cysts/L"
"LakeIn_1357311_02","LakeOut_1357311",21.1385275212977,45.721861022328,FALSE,10.5911436080933,0.169400497190278,2.46480613287761,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.7920007705688,10.7920007705688,"legacy_pass_through",NA,NA,NA,"cysts/L"
"LakeIn_1357846","LakeOut_1357846",20.7779564219508,45.5720437699898,FALSE,0.265928596258163,0.0840235143558638,0.861017559344635,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.265928596258163,0.265928596258163,"legacy_pass_through",NA,NA,NA,"cysts/L"
"LakeIn_170408","LakeOut_170408",22.1635942369597,45.753072604449,FALSE,0.93730354309082,0.106786626824074,1.23363319581746,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.12523211538792,1.12523211538792,"legacy_pass_through",NA,NA,NA,"cysts/L"
"LakeIn_170408_02","LakeOut_170408",22.1661940599268,45.7541667416787,FALSE,0.187928572297096,0.0786518400939852,0.779783562693159,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.12523211538792,1.12523211538792,"legacy_pass_through",NA,NA,NA,"cysts/L"
"LakeOut_1356842","P_00185",21.4664657824864,45.8497995053613,FALSE,0.848803550004959,0.104790053658642,1.19919784403481,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.848803550004959,0.848803550004959,"legacy_pass_through",NA,0,NA,"cysts/L"
"LakeOut_1356896","P_00194",21.3624999994859,45.8361656116633,FALSE,0.1768928617239,0.0777512404622449,0.766428657091052,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1768928617239,0.1768928617239,"legacy_pass_through",NA,0,NA,"cysts/L"
"LakeOut_1357088","P_00254",21.629730318584,45.7875000397207,FALSE,0.183392852544785,0.0782870136680867,0.774364322066756,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.183392852544785,0.183392852544785,"legacy_pass_through",NA,0,NA,"cysts/L"
"LakeOut_1357311","P_00355",21.1361030613622,45.7208334266831,FALSE,10.7920007705688,0.17000721754273,2.47805980940086,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.7920007705688,10.7920007705688,"legacy_pass_through",NA,0.866806706359245,NA,"cysts/L"
"LakeOut_1357846","P_00399",20.7664337604249,45.5791667424164,FALSE,0.265928596258163,0.0840235143558638,0.861017559344635,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.265928596258163,0.265928596258163,"legacy_pass_through",NA,0,NA,"cysts/L"
"LakeOut_170408","P_00267",22.1457667983142,45.7541684928148,FALSE,1.12523211538792,0.11056544806565,1.29969033775398,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.12523211538792,1.12523211538792,"legacy_pass_through",NA,0,NA,"cysts/L"
"P_00001","P_00002",21.8916666666665,45.9416666666665,FALSE,0.41632142663002,0.0915051102509444,0.978540416294424,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"cysts/L"
"P_00002","P_00011",21.9041666666665,45.9291666666665,FALSE,0.41632142663002,0.0915051102509444,0.978540416294424,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"cysts/L"
"P_00003","P_00004",21.9458333333332,45.9583333333332,FALSE,0.22338393330574,0.0812816737434763,0.81921840701544,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"cysts/L"
"P_00004","P_00005",21.9458333333332,45.9458333333332,FALSE,0.22338393330574,0.0812816737434763,0.81921840701544,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"cysts/L"
"P_00005","P_00006",21.9291666666665,45.9291666666665,FALSE,0.22338393330574,0.0812816737434763,0.81921840701544,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"cysts/L"
"P_00006","P_00011",21.9041666666665,45.9291666666665,FALSE,0.22338393330574,0.0812816737434763,0.81921840701544,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"cysts/L"
"P_00007","P_00008",21.8499999999999,45.9499999999999,FALSE,0.223214283585548,0.0812699229765772,0.819040763713418,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"cysts/L"
"P_00008","P_00009",21.8374999999999,45.9374999999999,FALSE,0.223214283585548,0.0812699229765772,0.819040763713418,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"cysts/L"
"P_00009","P_00010",21.8374999999999,45.9208333333332,FALSE,0.223214283585548,0.0812699229765772,0.819040763713418,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"cysts/L"
"P_00010","P_00030",21.8541666666665,45.9041666666665,FALSE,0.223214283585548,0.0812699229765772,0.819040763713418,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"cysts/L"
"P_00011","P_00012",21.9041666666665,45.9291666666665,FALSE,0.476625025272369,0.0938912471731987,1.01706429155846,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"cysts/L"
"P_00012","P_00013",21.8874999999999,45.9124999999999,FALSE,0.476625025272369,0.0938912471731987,1.01706429155846,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"cysts/L"
"P_00013","P_00014",21.8708333333332,45.9124999999999,FALSE,0.476625025272369,0.0938912471731987,1.01706429155846,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"cysts/L"
"P_00014","P_00015",21.8624999999999,45.9041666666665,FALSE,0.476625025272369,0.0938912471731987,1.01706429155846,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"cysts/L"
"P_00015","P_00030",21.8541666666665,45.9041666666665,FALSE,0.476625025272369,0.0938912471731987,1.01706429155846,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"cysts/L"
"P_00016","P_00017",21.6791666666665,45.9749999999999,FALSE,0.32048211991787,0.0870607730331128,0.908122682837045,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"cysts/L"
"P_00017","P_00018",21.6791666666665,45.9208333333332,FALSE,0.32048211991787,0.0870607730331128,0.908122682837045,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"cysts/L"
"P_00018","P_00019",21.6958333333332,45.9041666666665,FALSE,0.32048211991787,0.0870607730331128,0.908122682837045,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"cysts/L"
"P_00019","P_00044",21.6958333333332,45.8874999999999,FALSE,0.32048211991787,0.0870607730331128,0.908122682837045,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"cysts/L"
"P_00020","P_00021",21.7833333333332,45.9624999999999,FALSE,0.258357137441635,0.0835629203572454,0.853947475318595,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"cysts/L"
